주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
405-2-000050,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 도남동57-2,제주특별자치도 제주시 도남동57-3,27,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000049,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 도남동65-2,제주특별자치도 제주시 도남동65-3,51,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000048,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1035-3,제주특별자치도 제주시 이도2동1035-4,50,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000047,이도일동 무료 주차장,공영,노외,제주특별자치도 제주시 이도1동1502-1,제주특별자치도 제주시 이도1동1502-2,16,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000046,이도일동 무료 주차장,공영,노외,제주특별자치도 제주시 이도1동1348-0,제주특별자치도 제주시 이도1동1348-1,7,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000045,이도일동 무료 주차장,공영,노외,제주특별자치도 제주시 이도1동1261-1,"제주특별자치도 제주시 이도1동1261-1,1255-2",21,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000044,이도일동 무료 주차장,공영,노외,제주특별자치도 제주시 이도1동1554-0,제주특별자치도 제주시 이도1동1554-1,5,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000043,이도일동 무료 주차장,공영,노외,제주특별자치도 제주시 이도1동1285-1,제주특별자치도 제주시 이도1동1285-1외4,71,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000188,이도일동 무료 주차장,공영,노외,제주특별자치도 제주시 이도1동1696-8,제주특별자치도 제주시 이도1동1696-9,23,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000187,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동8,제주특별자치도 제주시 이도2동9,79,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000186,일도이동 무료 주차장,공영,노외,제주특별자치도 제주시 일도2동1006-34,제주특별자치도 제주시 일도2동1006-35,12,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000185,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 도남동910-0,제주특별자치도 제주시 도남동910-1,18,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000184,이도일동 무료 주차장,공영,노외,제주특별자치도 제주시 이도1동1704-5,제주특별자치도 제주시 이도1동1704-6,35,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000183,용담이동 무료 주차장,공영,노외,제주특별자치도 제주시 용담2동358-11,제주특별자치도 제주시 용담2동358-12,15,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000182,일도이동 무료 주차장,공영,노외,제주특별자치도 제주시 일도2동111,제주특별자치도 제주시 일도2동112,47,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000181,삼도이동 무료 주차장,공영,노외,제주특별자치도 제주시 삼도2동1167-6,"제주특별자치도 제주시 삼도2동1167-6,7",15,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000180,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 도남동916-9,제주특별자치도 제주시 도남동916-10,8,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000179,일도이동 무료 주차장,공영,노외,제주특별자치도 제주시 일도2동1036-5,제주특별자치도 제주시 일도2동1036-6,23,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000178,일도이동 무료 주차장,공영,노외,제주특별자치도 제주시 일도2동106,제주특별자치도 제주시 일도2동107,9,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000177,오라동 무료 주차장,공영,노외,제주특별자치도 제주시 오라2동1375-1,"제주특별자치도 제주시 오라2동1375-1,1376",21,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000176,일도이동 무료 주차장,공영,노외,제주특별자치도 제주시 일도2동510,"제주특별자치도 제주시 일도2동510,511",73,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000175,화북동 무료 주차장,공영,노외,제주특별자치도 제주시 화북2동3378-4,"제주특별자치도 제주시 화북2동3378-4,6",35,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000174,일도이동 무료 주차장,공영,노외,제주특별자치도 제주시 일도2동984-2,제주특별자치도 제주시 일도2동984-3,16,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000173,노형동 무료 주차장,공영,노외,제주특별자치도 제주시 노형동 740-2,"제주특별자치도 제주시 노형동 740-2,3",46,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000172,화북동 무료 주차장,공영,노외,제주특별자치도 제주시 화북1동4266-11,제주특별자치도 제주시 화북1동4266-12,7,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000171,건입동 무료 주차장,공영,노외,제주특별자치도 제주시 건입동1077-46,제주특별자치도 제주시 건입동1077-47,4,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000170,삼양동 무료 주차장,공영,노외,제주특별자치도 제주시 삼양2동2124-5,제주특별자치도 제주시 삼양2동2124-6,26,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000169,일도이동 무료 주차장,공영,노외,제주특별자치도 제주시 일도2동1029-95,제주특별자치도 제주시 일도2동1029-96,7,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000168,화북동 무료 주차장,공영,노외,제주특별자치도 제주시 화북1동1933-7,제주특별자치도 제주시 화북1동1933-8,32,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000167,삼도일동 무료 주차장,공영,노외,제주특별자치도 제주시 삼도1동500-13,제주특별자치도 제주시 삼도1동500-14,30,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000166,용담이동 무료 주차장,공영,노외,제주특별자치도 제주시 용담2동2690-18,제주특별자치도 제주시 용담2동2690-19,55,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000165,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1954-3,제주특별자치도 제주시 이도2동1954-4,23,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000042,삼도이동 무료 주차장,공영,노외,제주특별자치도 제주시 삼도2동1158-32,제주특별자치도 제주시 삼도2동1158-33,3,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000041,삼도이동 무료 주차장,공영,노외,제주특별자치도 제주시 삼도2동1158-99,"제주특별자치도 제주시 삼도2동1158-99,101",2,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000040,삼도이동 무료 주차장,공영,노외,제주특별자치도 제주시 삼도2동807-3,"제주특별자치도 제주시 삼도2동807-3,16",4,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000039,삼도이동 무료 주차장,공영,노외,제주특별자치도 제주시 삼도2동807-0,제주특별자치도 제주시 삼도2동807-1,4,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000038,용담이동 무료 주차장,공영,노외,제주특별자치도 제주시 용담3동1070,제주특별자치도 제주시 용담3동1071,130,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000037,용담이동 무료 주차장,공영,노외,제주특별자치도 제주시 용담2동2686-6,제주특별자치도 제주시 용담2동2686-7,3,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000036,용담이동 무료 주차장,공영,노외,제주특별자치도 제주시 용담3동2396-0,제주특별자치도 제주시 용담3동2396-1,10,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000035,용담이동 무료 주차장,공영,노외,제주특별자치도 제주시 용담3동519-11,제주특별자치도 제주시 용담3동519-12,12,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000034,용담이동 무료 주차장,공영,노외,제주특별자치도 제주시 용담2동928-89,제주특별자치도 제주시 용담2동928-89,4,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000033,용담이동 무료 주차장,공영,노외,제주특별자치도 제주시 용담2동928-31,제주특별자치도 제주시 용담2동928-31,4,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000032,삼양동 무료 주차장,공영,노외,제주특별자치도 제주시 삼양1동1569-40,제주특별자치도 제주시 삼양1동1569-41,120,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000031,삼양동 무료 주차장,공영,노외,제주특별자치도 제주시 삼양1동1592-1,제주특별자치도 제주시 삼양1동1592-2,40,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000030,삼양동 무료 주차장,공영,노외,제주특별자치도 제주시 삼양2동2135-9,제주특별자치도 제주시 삼양2동2135-10,25,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000029,삼양동 무료 주차장,공영,노외,제주특별자치도 제주시 삼양2동2176-12,제주특별자치도 제주시 삼양2동2176-13,79,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000028,삼양동 무료 주차장,공영,노외,제주특별자치도 제주시 삼양2동2133-4,제주특별자치도 제주시 삼양2동2133-5,75,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000027,삼양동 무료 주차장,공영,노외,제주특별자치도 제주시 삼양1동1657-7,제주특별자치도 제주시 삼양1동1657-8,104,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000026,삼양동 무료 주차장,공영,노외,제주특별자치도 제주시 삼양1동1628-6,제주특별자치도 제주시 삼양1동1628-7,52,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000025,삼양동 무료 주차장,공영,노외,제주특별자치도 제주시 삼양1동1598-1,제주특별자치도 제주시 삼양1동1598-2,40,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000024,삼양동 무료 주차장,공영,노외,제주특별자치도 제주시 삼양1동1579-0,제주특별자치도 제주시 삼양1동1579-1,57,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000023,도두동 무료 주차장,공영,노외,제주특별자치도 제주시 도두1동1211,제주특별자치도 제주시 도두1동1212 외,625,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000022,도두동 무료 주차장,공영,노외,제주특별자치도 제주시 도두1동2618-0,제주특별자치도 제주시 도두1동2618-1,29,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000021,도두동 무료 주차장,공영,노외,제주특별자치도 제주시 도두1동2629,제주특별자치도 제주시 도두1동2630,34,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000020,탑동제1주차장,공영,노외,제주특별자치도 제주시 삼도2동1263,제주특별자치도 제주시 삼도2동1263,66,1,미시행,평일,10:00,19:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000019,관덕정서측,공영,노외,제주특별자치도 제주시 삼도2동1024,제주특별자치도 제주시 삼도2동1024,36,1,미시행,평일+토요일,10:00,19:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000306,조천읍 무료 주차장,공영,노외,제주특별자치도 제주시 조천읍함덕리 1024-2,"제주특별자치도 제주시 조천읍함덕리 1024-2,3",20,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000164,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1960-2,제주특별자치도 제주시 이도2동1960-3,22,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000018,동문주차빌딩,공영,노외,제주특별자치도 제주시 일도1동1106,제주특별자치도 제주시 일도1동1106,219,1,미시행,평일,8:00,20:00,24:00:00,24:00:00,24:00:00,24:00:00,유료,30,500,15,300,,,,,,차량관리과,,,,2017-07-31
405-2-000307,구좌읍 무료 주차장,공영,노외,제주특별자치도 제주시 구좌읍세화리 1507-0,제주특별자치도 제주시 구좌읍세화리 1507-1,47,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000308,구좌읍 무료 주차장,공영,노외,제주특별자치도 제주시 구좌읍1491-1,제주특별자치도 제주시 구좌읍1491-2,43,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000305,조천읍 무료 주차장,공영,노외,제주특별자치도 제주시 조천읍함덕리 272-23,제주특별자치도 제주시 조천읍함덕리 272-24,25,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000304,구좌읍 무료 주차장,공영,노외,제주특별자치도 제주시 구좌읍한동리 2972-0,제주특별자치도 제주시 구좌읍한동리 2972-1,214,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000303,구좌읍 무료 주차장,공영,노외,제주특별자치도 제주시 구좌읍세화리 1491-1,제주특별자치도 제주시 구좌읍세화리 1491-2,63,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000302,구좌읍 무료 주차장,공영,노외,제주특별자치도 제주시 구좌읍세화리 1507-0,제주특별자치도 제주시 구좌읍세화리 1507-1,89,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000301,조천읍 무료 주차장,공영,노외,제주특별자치도 제주시 조천읍함덕리 1024-2,제주특별자치도 제주시 조천읍함덕리 1024-2외2,20,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000300,조천읍 무료 주차장,공영,노외,제주특별자치도 제주시 조천읍함덕리 272-24,제주특별자치도 제주시 조천읍함덕리 272-24,25,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000299,조천읍 무료 주차장,공영,노외,제주특별자치도 제주시 조천읍함덕리 272-57,제주특별자치도 제주시 조천읍함덕리 272-57,10,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000298,조천읍 무료 주차장,공영,노외,제주특별자치도 제주시 조천읍조천리 2496,제주특별자치도 제주시 조천읍조천리 2496,16,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000297,조천읍 무료 주차장,공영,노외,제주특별자치도 제주시 조천읍조천리 2489,제주특별자치도 제주시 조천읍조천리 2489,12,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000296,한림읍 무료 주차장,공영,노외,제주특별자치도 제주시 한림읍한림리 1389-2,"제주특별자치도 제주시 한림읍한림리 1389-2,4,7, 1446-10",29,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000295,한림읍 무료 주차장,공영,노외,제주특별자치도 제주시 한림읍한림리 1304-10,"제주특별자치도 제주시 한림읍한림리 1304-10,11,1287-7",31,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000294,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 155-9,제주특별자치도 제주시 애월읍하귀1리 155-10,9,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000293,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 156-4,제주특별자치도 제주시 애월읍하귀1리 156-5,9,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000292,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍 하귀1리 158-1,제주특별자치도 제주시 애월읍 하귀1리 158-2,19,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000291,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 200-2,제주특별자치도 제주시 애월읍하귀1리 200-3,17,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000290,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 160-3,제주특별자치도 제주시 애월읍하귀1리 160-4,7,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000289,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 162-0,제주특별자치도 제주시 애월읍하귀1리 162-1,10,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000288,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 165-3,제주특별자치도 제주시 애월읍하귀1리 165-4,29,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000287,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 238-3,제주특별자치도 제주시 애월읍하귀1리 238-4,19,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000286,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 235-3,제주특별자치도 제주시 애월읍하귀1리 235-4,16,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000285,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 197-6,제주특별자치도 제주시 애월읍하귀1리 197-7,12,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000284,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 195-1,제주특별자치도 제주시 애월읍하귀1리 195-2,15,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000283,애월읍 무료 주차장,공영,노외,제주특별자치도 제주시 애월읍하귀1리 176-2,제주특별자치도 제주시 애월읍하귀1리 176-3,17,2,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000163,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1945-5,제주특별자치도 제주시 이도2동1945-6,22,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000162,아라동 무료 주차장,공영,노외,제주특별자치도 제주시 아라2동3008-0,제주특별자치도 제주시 아라2동3008-1,23,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
405-2-000161,이도이동 무료 주차장,공영,노외,제주특별자치도 제주시 이도2동1968-4,제주특별자치도 제주시 이도2동1968-5,29,1,미시행,평일+토요일+공휴일,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,24:00:00,무료,0,0,0,0,,,,,,차량관리과,,,,2017-07-31
